appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,release_year,total_ratings,rating_ratio,owners_mean,genres_text,categories_text,platforms_text,tags_text_clean,developer_encoded
675890,Within a Rose,2017-10-20,1,RhinoGearz,RhinoGearz,windows;mac;linux,0,Single-player,Casual;Simulation,Sexual Content;Casual;Simulation,0,12,1,0,0,0-20000,3.99,2017,13,0.8571428571428571,10000.0,casual simulation,single-player,windows mac linux,,11811
675910,Visual Out,2018-03-15,1,MadameBerry Games LLC,MadameBerry Games LLC,windows;mac;linux,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure,0,12,1,0,0,0-20000,6.99,2018,13,0.8571428571428571,10000.0,action adventure indie,single-player partial controller support,windows mac linux,,8598
675940,SpaceShot,2017-09-20,1,Shevchenko Technology,Shevchenko Technology,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,4896,65,31,0,0,0-20000,0.79,2017,96,0.6701030927835051,10000.0,action casual indie,single-player steam achievements partial controller support,windows,,12611
675950,Peninsular War Battles,2017-09-01,1,HexWar Games,HexWar Games,windows;mac,0,Single-player,Strategy,Strategy,20,7,11,0,0,0-20000,6.99,2017,18,0.3684210526315789,10000.0,strategy,single-player,windows mac,,6353
675960,Matryoshka Strike,2017-09-11,1,Serf100,Serf100,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Action;Indie;Casual,16,13,4,0,0,0-20000,1.69,2017,17,0.7222222222222222,10000.0,action adventure casual indie,single-player steam achievements,windows,,12516
675980,Atomic Sky,2017-08-29,1,Evgeniy Alemzhin,Евгений Алемжин,windows,0,Single-player,Casual;Indie,Indie;Casual,0,1,0,0,0,0-20000,1.59,2017,1,0.5,10000.0,casual indie,single-player,windows,,4620
675990,Questr,2017-10-27,1,Mutant Entertainment Studios,Mutant Entertainment Studios,windows;linux,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;RPG,Indie;RPG;Casual,9,13,4,0,0,0-20000,2.09,2017,17,0.7222222222222222,10000.0,casual indie rpg,single-player steam achievements steam cloud,windows linux,,9434
676000,Bloody Mice,2017-08-19,1,Tower Up Studios,Tower Up Studios,windows;linux,0,Single-player;Steam Achievements;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,7,25,11,0,0,0-20000,0.79,2017,36,0.6756756756756757,10000.0,action casual indie,single-player steam achievements steam cloud,windows linux,,14609
676070,an Orc's Tale: Kriegsruf,2017-08-15,0,Deydrihm,Deydrihm,windows,0,Single-player;Partial Controller Support;Commentary available,Violent;Adventure;Free to Play;Indie;RPG;Early Access,Early Access;Free to Play;Adventure,0,14,6,0,0,0-20000,0.0,2017,20,0.6666666666666666,10000.0,violent adventure free to play indie rpg early access,single-player partial controller support commentary available,windows,,3749
676090,Legend Of Mercy 神医魔导,2018-04-24,1,SPG STUDIO,SPG STUDIO,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Nudity;RPG;Adventure,27,224,42,0,0,0-20000,5.79,2018,266,0.8389513108614233,10000.0,adventure indie rpg,single-player steam achievements steam trading cards steam cloud,windows,,12230
676120,Sango Guardian Chaos Generation Steamedition,2017-08-07,1,"GUANGZHOU SEALY ELECTRONIC TECHNOLOGY CO., LTD","GUANGZHOU SEALY ELECTRONIC TECHNOLOGY CO., LTD",windows,0,Single-player;Multi-player;Full controller support,Violent;Action;Sports,Action;Sports;Violent,0,10,9,0,0,0-20000,3.99,2017,19,0.5,10000.0,violent action sports,single-player multi-player full controller support,windows,,5450
676130,Without Within 3,2018-05-03,1,InvertMouse,InvertMouse,windows;mac;linux,0,Single-player;Steam Achievements,Indie,Indie;Visual Novel;Anime,7,23,1,0,0,0-20000,4.79,2018,24,0.92,10000.0,indie,single-player steam achievements,windows mac linux,visual novel anime,6942
676170,Ungrounded: Ripple Unleashed VR,2017-08-19,1,Joie Liba;William Wu,Joie Liba,windows,0,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen,Action;Strategy;Early Access,Early Access;Strategy;Action,0,2,0,0,0,0-20000,4.99,2017,2,0.6666666666666666,10000.0,action strategy early access,multi-player online multi-player local multi-player co-op online co-op local co-op shared/split screen,windows,,7283
676180,Spaceguard 80,2018-06-20,1,Draftline Games,Draftline Games,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie,Action;Indie;Casual,27,29,0,0,0,0-20000,1.69,2018,29,0.9666666666666667,10000.0,action adventure casual indie,single-player steam achievements,windows,,4004
676210,Story of the Survivor : Prisoner,2017-09-19,1,Kamil Szczepanik,Animakemu Games,windows,0,Single-player,Violent;Action;Adventure;Indie;RPG;Simulation,Action;Adventure;RPG,0,5,2,0,0,0-20000,1.59,2017,7,0.625,10000.0,violent action adventure indie rpg simulation,single-player,windows,,7530
676240,TAURONOS,2017-08-04,1,conradproteus;cavalie_ro;S.C. 16 BIT NIGHTS S.R.L.,S.C. 16 BIT NIGHTS S.R.L.,windows,0,Single-player;Steam Achievements;Steam Workshop;Partial Controller Support;Includes level editor,Adventure;Indie,Adventure;Fantasy;Indie,47,36,3,0,0,0-20000,3.99,2017,39,0.9,10000.0,adventure indie,single-player steam achievements steam workshop partial controller support includes level editor,windows,fantasy,16308
676310,Deadly Zone,2018-09-09,1,LIUBEZHANIN VASYL,LIUBEZHANIN VASYL,windows,0,Single-player,Action;Adventure;Indie,Action;Indie;Gore,0,0,2,0,0,0-20000,0.79,2018,2,0.0,10000.0,action adventure indie,single-player,windows,,7881
676320,Letter-Setter,2017-08-16,1,Beaver Drummer,Beaver Drummer,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual,23,2,0,0,0,0-20000,2.79,2017,2,0.6666666666666666,10000.0,casual indie,single-player steam achievements steam leaderboards,windows,,1520
676340,Undarkened,2017-10-23,1,Colin Stoddart,Colin Stoddart,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op,Adventure;Indie;RPG,Adventure;Indie;RPG,0,8,3,0,0,0-20000,3.99,2017,11,0.6666666666666666,10000.0,adventure indie rpg,single-player multi-player online multi-player co-op,windows,,2858
676410,Embrace of Ocean: Story of Hope,2017-08-05,1,Aves Games,Aves Games,windows;mac,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,5,2,0,0,0-20000,6.99,2017,7,0.625,10000.0,adventure casual,single-player,windows mac,hidden object,1258
676420,SiNKR,2017-10-12,1,Robert Wahler,Wahler Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Casual;Indie,Puzzle;Casual;Minimalist,10,204,14,0,0,20000-50000,1.69,2017,218,0.9315068493150684,35000.0,casual indie,single-player steam achievements full controller support steam trading cards steam cloud stats,windows mac linux,puzzle minimalist,11901
676430,PUSH,2017-10-18,1,Maciej Targoni;Michal Pawlowski,Hamster On Coke Games;Maciej Targoni,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,1,290,34,0,0,20000-50000,0.79,2017,324,0.8923076923076924,35000.0,casual indie,single-player steam achievements,windows mac linux,puzzle,8572
676440,Trash Squad,2018-01-26,1,Enitvare,Enitvare,windows;linux,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Shooter,46,45,12,0,0,0-20000,3.99,2018,57,0.7758620689655172,10000.0,action indie,single-player steam achievements steam cloud steam leaderboards,windows linux,shooter,4469
676450,Double Memory,2017-09-18,1,Tyler Stansfield Jaggers,Overidon Omnimedia,windows;mac,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Card Game,7,18,6,0,0,0-20000,0.79,2017,24,0.72,10000.0,casual indie,single-player steam achievements,windows mac,card game,14826
676460,Sellsword VR,2017-09-29,1,Emerald Beast Studios,Emerald Beast Studios,windows,0,Single-player;Steam Cloud,Action;Adventure;Indie;RPG;Early Access,Early Access;Adventure;Action,0,1,3,0,0,0-20000,7.19,2017,4,0.2,10000.0,action adventure indie rpg early access,single-player steam cloud,windows,,4422
676470,Sommad,2017-08-07,1,Rovango Studio,Rovango Studio,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen,Adventure;Casual;Indie,Adventure;Indie;Casual,0,18,0,0,0,0-20000,0.0,2017,18,0.9473684210526315,10000.0,adventure casual indie,single-player local multi-player local co-op shared/split screen,windows,,12043
676480,Jettomero: Hero of the Universe,2017-09-15,1,Ghost Time Games,Ghost Time Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Stats,Indie,Indie;Robots,15,69,13,0,0,0-20000,9.99,2017,82,0.8313253012048193,10000.0,indie,single-player steam achievements full controller support captions available steam cloud stats,windows mac linux,robots,5726
676490,Heroes of Civilizations,2017-08-11,1,Heroes Dev Team,Heroes Dev Team,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Includes level editor,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,20,12,31,0,0,20000-50000,0.0,2017,43,0.2727272727272727,35000.0,free to play indie strategy,single-player multi-player online multi-player local multi-player steam achievements includes level editor,windows,,6341
676500,Time Warpers,2018-11-02,1,Proton Studio Inc,Proton Studio Inc,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud,Action;Adventure;Casual;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Action;Adventure,115,151,11,0,0,0-20000,15.49,2018,162,0.9263803680981595,10000.0,action adventure casual indie rpg simulation strategy early access,single-player multi-player online multi-player co-op online co-op cross-platform multiplayer steam achievements steam cloud,windows mac,,11190
676520,Piece of Memory 2:Prologue,2017-08-10,1,MATRE,MATRE,windows,0,Single-player,Action;Adventure,Action;Adventure,0,1,0,0,0,0-20000,1.59,2017,1,0.5,10000.0,action adventure,single-player,windows,,8501
676550,Crash Test Billy,2017-08-18,1,SP Digital Arts Inc.,SP Digital Arts Inc.,windows,0,Single-player,Action;Casual;Simulation;Early Access,Early Access;Casual;Simulation,0,3,8,0,0,0-20000,2.79,2017,11,0.25,10000.0,action casual simulation early access,single-player,windows,,12225
676570,Crazy Bowling,2018-04-02,1,"Coremedia,inc.","Coremedia,inc.",windows,0,Single-player,Action;Casual;Indie;Sports,Action;Indie;Casual,0,0,1,0,0,0-20000,2.09,2018,1,0.0,10000.0,action casual indie sports,single-player,windows,,2952
676580,NEO Impossible Bosses,2018-02-13,1,x0to1,x0to1,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Simulation;Strategy,Action;Indie;Strategy,34,10,1,0,0,0-20000,10.99,2018,11,0.8333333333333334,10000.0,action indie simulation strategy,single-player multi-player online multi-player co-op online co-op steam achievements steam cloud stats steam leaderboards,windows,,16865
676620,Robots: create AI,2017-09-11,1,xuan,xuan,windows;mac,0,Single-player;Steam Cloud,Indie,Indie;Programming,0,8,2,0,0,0-20000,0.79,2017,10,0.7272727272727273,10000.0,indie,single-player steam cloud,windows mac,programming,16875
676630,Attentat 1942,2017-10-31,1,Charles Games,Charles University;Czech Academy of Sciences,windows;mac,0,Single-player;Steam Achievements,Adventure,Adventure;World War II;Historical,17,84,5,0,0,0-20000,8.29,2017,89,0.9333333333333333,10000.0,adventure,single-player steam achievements,windows mac,world war ii historical,2558
676660,逮到你了!,2017-08-04,0,Silver Cow Studio,Silver Cow Studio,windows,0,Single-player,Action;Indie;Simulation,Action;Indie;Simulation,0,3,1,0,0,0-20000,1.99,2017,4,0.6,10000.0,action indie simulation,single-player,windows,,12704
676680,Mircron Wars XR,2017-08-04,1,Hallid Games,Hallid Games,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,10,4,0,0,0,0-20000,2.89,2017,4,0.8,10000.0,action casual indie,single-player steam achievements partial controller support,windows,,6136
676690,VR Escape The Puzzle Room,2017-09-20,1,TiStar Game,TiStar Game,windows,0,Single-player,Adventure;Simulation,Adventure;Simulation;VR,0,6,4,0,0,0-20000,2.09,2017,10,0.5454545454545454,10000.0,adventure simulation,single-player,windows,vr,14387
676700,Heroes of Delum,2018-01-19,1,Delum Studios,Delum Studios,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements,Action;Indie;Strategy,Strategy;Indie;Action,22,24,5,0,0,0-20000,5.99,2018,29,0.8,10000.0,action indie strategy,single-player multi-player online multi-player co-op online co-op cross-platform multiplayer steam achievements,windows mac linux,,3670
676720,Bug Killers,2017-08-04,1,Swarog Games,Swarog Games,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Adventure;Casual;Indie;Strategy,Action;Casual;Strategy,78,10,13,0,0,0-20000,3.99,2017,23,0.4166666666666667,10000.0,action adventure casual indie strategy,single-player multi-player online multi-player online co-op steam achievements partial controller support steam leaderboards,windows mac,,13689
676730,Behind The Door,2017-08-16,1,Dio Alias Games,Dio Alias Games,windows;mac,0,Single-player,Adventure;Indie,Indie;Adventure;Puzzle,0,33,23,0,0,0-20000,0.79,2017,56,0.5789473684210527,10000.0,adventure indie,single-player,windows mac,puzzle,3863
676760,Noise,2017-08-04,1,Talentplace,KishMish Games,windows,0,Single-player;Steam Achievements;Captions available,Adventure;Indie;Early Access,Early Access;Adventure;Indie,10,46,25,0,0,0-20000,1.99,2017,71,0.6388888888888888,10000.0,adventure indie early access,single-player steam achievements captions available,windows,,13854
676770,Island Dash,2017-08-30,1,Flo Knödl;Johannes Fischer;Michael Hütter;Christoph Müller;Simon Eberl;Thomas Kern;Lukas Schönwiese,Flo Knödl,windows,0,Single-player,Adventure;Casual;Free to Play;Indie,Free to Play;Adventure;Indie,1,388,77,52,52,50000-100000,0.0,2017,465,0.8326180257510729,75000.0,adventure casual free to play indie,single-player,windows,,5039
676800,Dark Descent: The Blue Rose,2017-07-20,1,Steve Antoniadis,Minibrute Games,windows,0,Single-player,Adventure;Casual;Indie;RPG,Adventure;Indie;Casual,0,10,3,0,0,0-20000,0.0,2017,13,0.7142857142857143,10000.0,adventure casual indie rpg,single-player,windows,,13363
676820,Subsurface Circular,2017-08-17,1,Bithell Games,Bithell Games,windows;mac,0,Single-player;Steam Achievements;Steam Cloud;Commentary available,Adventure;Casual;Indie,Adventure;Indie;Casual,13,1073,58,120,120,50000-100000,4.79,2017,1131,0.9478798586572438,75000.0,adventure casual indie,single-player steam achievements steam cloud commentary available,windows mac,,1745
676830,Xenomarine,2019-04-23,1,Fourfold Games,Fourfold Games,windows;mac;linux,0,Single-player;Steam Achievements,Adventure;Indie;RPG;Strategy,Indie;Strategy;Adventure,55,17,3,0,0,0-20000,7.99,2019,20,0.8095238095238095,10000.0,adventure indie rpg strategy,single-player steam achievements,windows mac linux,,5152
676840,Contagion VR: Outbreak,2018-06-29,1,"Monochrome, Inc","Monochrome, Inc",windows,0,Single-player;Steam Achievements,Action;Adventure;Indie;Simulation;Early Access,Early Access;VR;Indie,13,262,109,0,0,0-20000,15.49,2018,371,0.7043010752688172,10000.0,action adventure indie simulation early access,single-player steam achievements,windows,vr,9297
676850,Guardian,2017-09-08,1,Exodus Software,Exodus Software,windows;linux,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,18,7,2,0,0,0-20000,3.99,2017,9,0.7,10000.0,action adventure indie,single-player steam achievements full controller support,windows linux,,4667
676880,Tales of Glacier (VR),2017-09-03,1,深圳槟果文化科技有限公司,深圳槟果文化科技有限公司,windows,0,Single-player,Action;Adventure,Action;Adventure;VR,0,0,2,0,0,0-20000,4.79,2017,2,0.0,10000.0,action adventure,single-player,windows,vr,17039
676910,Magic Potion Destroyer,2017-09-26,1,ARTIFACTS,AGM PLAYISM,windows,0,Single-player;Steam Achievements,Indie;Strategy,Indie;Strategy;Casual,48,15,5,0,0,0-20000,6.99,2017,20,0.7142857142857143,10000.0,indie strategy,single-player steam achievements,windows,,343
676960,Hotlap Heroes,2019-04-11,1,Team Pea,Team Pea,windows;mac,0,Local Multi-Player;Shared/Split Screen;Partial Controller Support,Action;Casual;Indie;Racing;Sports;Early Access,Early Access;Racing;Action,0,5,1,0,0,0-20000,5.79,2019,6,0.7142857142857143,10000.0,action casual indie racing sports early access,local multi-player shared/split screen partial controller support,windows mac,,13996
